Plant.Id,State,Fuel.Simplified,Net.Gen,Lat,Lon,FuelType,Plant.Name
56432,TX,Wind,590376,35.13,-101.85,WND,Wildorado Wind LLC
56433,CA,Wind,122352,34.75,-118.33,WND,Pine Tree Wind Power Project
56434,ID,Wind,51242,42.5,-113.91,WND,Burley Butte Windpark
56435,ID,Wind,28758,42.45,-113.91,WND,Golden Valley Wind Park LLC
56437,ID,Wind,47104,42.47,-114.01,WND,Milner Dam Wind Park LLC
56439,ID,Wind,30428,42.84,-114.99,WND,Oregon Trail Wind Park
56440,ID,Wind,28014,42.8,-115.0,WND,Pilgrim Stage Wind Park
56441,ID,Wind,53270,42.68,-114.99,WND,Salmon Falls Wind Park
56442,ID,Wind,26491,42.87,-114.97,WND,Thousand Springs Wind Park
56443,ID,Wind,23773,42.85,-114.97,WND,Tuana Gulch Wind Park
56445,CO,Natural Gas,184280,40.09,-104.89,NG,Spindle Hill Energy Center
56446,CA,Wind,102998,37.81,-121.67,WND,Buena Vista Energy LLC
56447,HI,Wind,34390,20.23,-155.88,WND,Hawi  Wind Farm
56448,ME,Wind,141945,46.54,-67.84,WND,Mars Hill Wind Farm Project
56449,HI,Wind,110677,20.77,-156.43,WND,Kaheawa Pastures Wind Farm
56450,IL,Wind,183624,41.73,-89.16,WND,GSG LLC
56451,PA,Wind,188143,40.39,-78.68,WND,Allegheny Ridge Wind Farm
56456,AR,Coal,4062213,35.66,-89.95,SUB,Plum Point Energy Station
56457,TX,Wind,277877,33.17,-101.5,WND,Post Wind Farm LP
56458,NM,Natural Gas,3688369,32.73,-103.31,NG,Hobbs Generating Station
56459,MN,Wind,549174,44.25,-96.54,WND,MinnDakota Wind LLC
56460,CO,Wind,237722,37.87,-102.74,WND,Twin Buttes Wind Project
56466,WA,Wind,436657,46.37,-117.78,WND,Marengo Wind Plant
56468,OR,Wind,726919,45.58,-120.5,WND,Klondike Windpower III
56469,CA,Biomass,59763,41.44,-122.38,WDS,Roseburg Forest Products Biomass
56470,PA,Wind,59454,40.86,-76.13,WND,Locust Ridge
56471,CA,Natural Gas,41581,34.21,-119.25,NG,McGrath Peaker
56472,CA,Natural Gas,21636,34.09,-117.53,NG,Grapeland Peaker
56473,CA,Natural Gas,25551,34.01,-117.56,NG,Mira Loma Peaker
56474,CA,Natural Gas,33129,33.81,-117.98,NG,Barre Peaker
56475,CA,Natural Gas,28755,33.93,-118.1,NG,Center Peaker
56476,CA,Natural Gas,3310823,38.02,-121.76,NG,Gateway Generating Station
56478,MO,Natural Gas,107693,39.25,-91.64,NG,MJMEUC Generating Station #1
56479,TX,Wind,240200,32.02,-101.28,WND,Sand Bluff Wind Farm
56480,WI,Natural Gas,532,44.63,-90.13,NG,Marshfield Utilities Gas Plant
56481,CO,Solar,2638,37.69,-105.88,SUN,SunE Alamosa
56482,AZ,Natural Gas,49558,35.04,-114.16,NG,Black Mountain Generating Station
56483,TX,Wind,539909,32.51,-99.66,WND,Post Oak Wind LLC
56484,TX,Wind,595982,32.32,-100.18,WND,Buffalo Gap 2 Wind Farm
56485,OR,Wind,1045257,45.65,-120.6,WND,Biglow Canyon Wind Farm
56487,WA,Wind,483372,48.78,-120.35,WND,White Creek Wind Farm
56488,KS,Wind,373487,38.89,-98.12,WND,Smoky Hills Wind Project Phase I
56489,AR,Natural Gas,2030,35.97,-94.0,NG,Elkins Generating Center
56493,TN,Wind,45841,36.04,-84.34,WND,Buffalo Mountain Energy Center
56494,MN,Wind,346237,43.69,-92.63,WND,Prairie Star Wind Farm
56495,WV,Wind,618493,39.22,-79.21,WND,NedPower Mount Storm
56498,ID,Hydro,4652,43.46,-116.47,WAT,Mora Drop Hydroelectric Project
56499,MT,Hydro,54847,48.32,-111.1,WAT,Tiber Dam Hydroelectric Plant
56500,NV,Solar,304750,39.56,-119.51,SUN,Western 102 Power Plant
56501,IA,Wind,886983,42.58,-94.75,WND,Pomeroy Wind Farm
56502,KS,Natural Gas,251239,38.45,-96.07,NG,Emporia Energy Center
56505,AR,Natural Gas,72321,35.85,-90.73,NG,Jonesboro City Water & Light Plant
56506,TX,Wind,400175,32.72,-101.0,WND,Scurry County Wind LP
56509,UT,Natural Gas,177031,40.79,-111.9,NG,Tesoro SLC Cogeneration Plant
56518,FL,Natural Gas,22292,29.64,-82.34,NG,South Energy Center
56532,CA,Natural Gas,3571838,39.37,-122.27,NG,Colusa Generating Station
56536,MO,Wind,103678,40.49,-95.45,WND,Cow Branch Wind Power LLC
56537,MO,Wind,109482,40.26,-94.67,WND,CR Clearing LLC
56538,MO,Wind,9607,40.41,-95.54,WND,Loess Hills Wind Farm LLC
56540,NV,Geothermal,43484,39.37,-119.76,GEO,Galena 2 Geothermal Power Plant
56541,NV,Geothermal,134626,39.39,-119.75,GEO,Galena 3 Geothermal Power Plant
56542,AK,Hydro,8638,59.41,-135.34,WAT,Kasidaya Creek Hydro
56543,MN,Wind,27804,43.94,-95.92,WND,Eastridge Wind Project
56544,MN,Wind,42967,43.96,-95.13,WND,Windom Wind Project
56555,MO,Wind,123562,40.1,-94.49,WND,Wind Capital Holdings LLC
56556,KY,Natural Gas,12286,37.03,-88.62,NG,PPS Power Plant No 1
56557,TX,Wind,24567,36.5,-101.5,WND,EXC Wind 1 LLC
56558,TX,Wind,24248,36.49,-101.46,WND,EXC Wind 2 LLC
56559,TX,Wind,23420,36.44,-101.35,WND,EXC Wind 3 LLC
56560,TX,Wind,227541,36.41,-101.39,WND,EXC Wind 4 LLC
56561,TX,Wind,25360,36.45,-101.88,WND,EXC Wind 5 LLC
56562,TX,Wind,27934,36.47,-101.82,WND,EXC Wind 6 LLC
56563,CO,Wind,545244,40.95,-103.16,WND,Peetz Table Wind Energy
56564,AR,Coal,3230316,33.65,-93.81,SUB,John W Turk Jr Power Plant
56565,LA,Natural Gas,3588706,32.52,-93.76,NG,J Lamar Stall Unit
56568,NV,Solar,30428,36.26,-115.05,SUN,Nellis Air Force Base Solar Array
56569,CA,Natural Gas,25423,33.24,-115.5,NG,Niland Gas Turbine Plant
56570,CA,Wind,12337,35.12,-118.38,WND,Terra-Gen VG Wind LLC
56572,PA,Waste,13516,40.62,-75.31,LFG,Bethlehem Renewable Energy LLC
56573,ND,Wind,170000,47.27,-101.33,WND,FPL Energy Oliver Wind II LLC
56575,NY,Wind,50585,42.82,-78.87,WND,Steel Winds Wind Farm
56577,MN,Wind,7783,44.15,-96.14,WND,Shane's Wind Machine
56578,MN,Wind,3688,44.29,-96.43,WND,Roadrunner I LLC
56579,MN,Wind,3584,44.29,-96.43,WND,Windy Dog I LLC
56580,MN,Wind,3340,43.66,-94.15,WND,Blue Breezes LLC
56581,MN,Wind,3414,43.66,-94.16,WND,Blue Breezes II LLC
56582,MN,Wind,4011,44.31,-96.33,WND,Breezy Bucks II LLC
56583,MN,Wind,3447,44.29,-96.43,WND,Salty Dog I LLC
56584,MN,Wind,3901,44.31,-96.33,WND,Salty Dog II LLC
56585,MN,Wind,3580,44.28,-96.43,WND,Wallys Wind Farm LLC
56586,MN,Wind,3678,43.58,-95.78,WND,Sunset Breeze LLC
56587,MN,Wind,3639,43.58,-95.78,WND,Minnesota Breeze LLC
56588,MN,Wind,3652,43.59,-95.78,WND,G Flow Wind LLC
56589,MN,Wind,3723,43.59,-95.78,WND,Wolf Wind Enterprises LLC
56590,MN,Wind,3748,43.58,-95.78,WND,Green Acres Breeze LLC
56591,MT,Wind,20016,47.5,-111.44,WND,Horseshoe Bend Wind Park
56592,TX,Wind,349128,32.4,-100.65,WND,Champion Wind Farm LLC
56593,TX,Wind,440211,32.47,-100.67,WND,Roscoe Wind Farm LLC
56594,NY,Wind,91293,42.91,-75.57,WND,Munnsville Wind Farm LLC
56595,MN,Wind,3835,44.32,-96.33,WND,Breezy Bucks I LLC
56596,WY,Coal,773802,44.29,-105.38,SUB,Wygen III
56602,TX,Wind,151205,32.72,-100.73,WND,Snyder Wind Farm
56603,TX,Natural Gas,326997,30.42,-95.01,NG,San Jacinto County Peaking Facility
56604,TX,Natural Gas,105842,30.3,-94.25,NG,Hardin County Peaking Facility
56605,ND,Wind,439087,48.63,-98.32,WND,Langdon Wind  LLC
56606,MT,Natural Gas,104141,48.21,-104.39,NG,Culbertson Generation Station
56607,ND,Wind,419026,48.13,-101.38,WND,Prairie Winds ND1
56608,SD,Wind,650692,43.89,-98.79,WND,Prairie Winds SD1
56609,WY,Coal,3160615,44.39,-105.46,SUB,Dry Fork Station
56610,SD,Natural Gas,618526,44.29,-96.53,NG,Deer Creek Station
56613,CO,Wind,510876,40.95,-103.15,WND,Logan Wind Energy
56614,IL,Wind,604310,40.48,-88.8,WND,Old Trail Wind Farm
56615,CA,Hydro,2294,32.94,-117.11,WAT,Rancho Penasquitos
56616,AZ,Biomass,177440,34.5,-110.33,WDS,Novo BioPower Plant
56617,MN,Wind,737599,43.85,-96.02,WND,Fenton Wind Farm
56618,NY,Wind,174931,44.89,-74.01,WND,Noble Clinton Windpark LLC
56619,NY,Wind,173476,44.89,-74.01,WND,Noble Ellenburg Windpark LLC
56620,NY,Wind,205313,42.54,-78.3,WND,Noble Bliss Windpark LLC
56621,OK,Wind,280617,36.71,-99.89,WND,Sleeping Bear LLC
56622,IL,Wind,181862,41.23,-89.56,WND,Providence Heights Wind LLC
56623,OR,Wind,292560,45.19,-117.87,WND,Elkhorn Valley Wind Farm
56624,MN,Wind,14722,43.62,-95.43,WND,BC Energy LLC
56625,MN,Wind,14637,43.63,-95.42,WND,KC Energy LLC
56626,MN,Wind,13112,43.62,-95.42,WND,K&D Energy LLC
56627,MN,Wind,14367,43.62,-95.43,WND,KSS Turbines LLC
56628,MN,Wind,14816,43.6,-95.38,WND,Prairie Wind Power LLC
56629,CT,Natural Gas,38259,41.54,-73.04,NG,Waterbury Generation
56630,MN,Wind,67415,47.57,-92.59,WND,Taconite Ridge 1 Wind Energy Center
56633,NY,Wind,75629,42.55,-77.5,WND,Dutch Hill Wind Project
56634,NY,Wind,184354,42.45,-77.52,WND,Cohocton Wind Project
56635,MI,Wind,131544,43.83,-83.21,WND,Harvest Windfarm LLC
56636,ID,Wind,32111,43.03,-115.47,WND,Hot Springs Windfarm LLC
56637,ID,Wind,34624,43.05,-115.48,WND,Bennett Creek Windfarm LLC
56638,TX,Wind,422084,32.29,-100.1,WND,Buffalo Gap 3 Wind Farm
56639,CA,Natural Gas,85564,36.65,-120.58,NG,Midway Peaking LLC
56640,IL,Wind,441606,41.06,-89.77,WND,Camp Grove Wind Farm
56643,MN,Biomass,152990,44.94,-93.1,WDS,St Paul Cogeneration
56644,TX,Wind,337000,32.24,-101.84,WND,Stanton Wind Energy LLC
56645,IA,Wind,313685,43.43,-95.42,WND,Osceola Windpower LLC
56646,MN,Wind,5323,43.91,-95.94,WND,Chandler Hills Wind Farm
56647,WI,Wind,105371,43.44,-88.47,WND,Butler Ridge
56648,TX,Wind,285941,35.39,-101.53,WND,Majestic 1 Wind Farm
56649,TX,Wind,300271,32.41,-100.13,WND,South Trent Wind Farm
56650,SD,Wind,208755,44.04,-98.59,WND,Wessington Springs
56651,PA,Wind,136361,40.44,-78.54,WND,North Allegheny Windpower Project
56654,CA,Wind,266264,40.9,-121.8,WND,Hatchet Ridge Wind Project
56659,MI,Wind,343975,43.66,-82.75,WND,Michigan Wind 2
56661,TX,Wind,641447,27.0,-97.6,WND,Pattern Gulf Wind
56665,OK,Wind,386074,35.55,-99.9,WND,Dempsey Ridge Wind Farm
56666,WA,Wind,186746,45.78,-120.59,WND,Goodnoe Hills
56668,MD,Natural Gas,144546,39.0,-77.09,NG,NIH Cogeneration Facility
56669,ND,Wind,592928,46.03,-99.37,WND,Tatanka Wind Power LLC
56670,ND,Wind,28550,48.06,-100.93,WND,Velva Windfarm LLC
56671,WV,Coal,3055709,39.71,-79.96,BIT,Longview Power Plant
56673,TX,Wind,209893,34.11,-101.1,WND,Whirlwind Energy Center
56674,TX,Natural Gas,28243,30.04,-96.99,NG,Winchester Power Park
56677,IA,Wind,230232,43.0,-92.62,WND,Charles City Wind Farm
56679,IN,Wind,265567,40.7,-87.49,WND,Benton County Wind Farm
56682,VA,Nuclear,55631,33.96,-78.01,NUC,Brunswick Landfill Gas
56684,VA,Coal,45584,37.38,-77.38,BIT,Chesterfield Landfill Gas
56694,WA,Hydro,18010,46.74,-119.11,WAT,Russell D Smith
56695,WA,Hydro,397477,47.5,-119.29,WAT,Summer Falls Power Plant
56696,WA,Hydro,5687,46.38,-119.25,WAT,Eltopia Branch Canal 4.6
56697,WA,Hydro,7569,46.38,-119.25,WAT,Potholes East Canal 66.0
56698,WA,Hydro,89915,47.62,-119.3,WAT,Main Canal Headworks
56699,PA,Wind,58865,40.09,-78.86,WND,Forward Windpower LLC
56700,PA,Wind,107942,39.88,-78.92,WND,Lookout Windpower LLC
56702,WA,Wind,333606,45.88,-120.81,WND,Tuolumne Wind Project
56703,NY,Hydro,27411,43.62,-75.36,WAT,Lyons Falls Hydroelectric
56704,NY,Hydro,10821,43.61,-75.34,WAT,Gouldtown
56705,NY,Hydro,3426,43.61,-75.33,WAT,Kosterville
56706,CA,Biomass,65966,37.11,-120.25,WDS,Ampersand Chowchilla Biomass LLC
56707,CA,Biomass,64997,37.19,-120.49,WDS,El Nido Facility
56708,TX,Oil,616514,28.65,-96.54,PC,CFB Power Plant
56709,MN,Wind,7072,43.63,-95.37,WND,Christoffer Wind Energy I LLC
56710,MN,Wind,6978,43.63,-95.37,WND,Christoffer Wind Energy II LLC
56711,MN,Wind,6645,43.63,-95.36,WND,Christoffer Wind Energy III LLC
56712,MN,Wind,7360,43.63,-95.36,WND,Christoffer Wind Energy IV LLC
56750,MN,Wind,173212,44.04,-95.32,WND,Jeffers Wind 20 LLC
56751,UT,Wind,45915,40.1,-111.63,WND,Spanish Fork Wind Park 2 LLC
56752,WY,Wind,140488,41.29,-110.48,WND,Mountain Wind Power  LLC
56753,WY,Wind,183055,41.2,-110.3,WND,Mountain Wind Power II  LLC
56754,TX,Wind,360900,29.55,-95.67,WND,Goat Wind LP
56755,MN,Wind,65282,43.9,-94.91,WND,Odin Wind Farm LLC
56763,TX,Wind,1659524,31.93,-100.93,WND,Capricorn Ridge Wind LLC
56764,IA,Wind,66387,43.33,-93.78,WND,Winnebago Wind Power Project
56765,IA,Wind,378181,43.42,-93.14,WND,Barton Windpower LLC
56767,MO,Wind,276576,40.58,-95.52,WND,Farmers City Wind LLC
56768,CA,Solar,10185,36.76,-120.37,SUN,CalRenew-1
56770,PA,Wind,212600,40.84,-76.15,WND,Locust Ridge II LLC
56771,TX,Wind,163470,32.33,-98.47,WND,Silver Star I Wind Power Project
56773,TX,Wind,532740,33.72,-101.01,WND,McAdoo Wind Energy LLC
56774,TX,Wind,436788,32.2,-100.27,WND,Turkey Track Wind  Energy LLC
56775,TX,Wind,362221,30.67,-97.92,WND,Scurry County Wind II
56777,IN,Wind,1612058,40.58,-87.33,WND,Fowler Ridge Wind Farm LLC
56779,TX,Wind,455677,30.66,-102.71,WND,Sherbino I Wind Farm
56782,MT,Wind,89144,46.28,-104.18,WND,Diamond Willow Wind Facility
56783,TX,Wind,343489,32.14,-101.4,WND,Elbow Creek Wind Project LLC
56784,KS,Wind,574616,39.44,-97.66,WND,Cloud County Wind Farm
56785,VA,Coal,25169,37.23,-80.42,BIT,Virginia Tech Power Plant
56787,LA,Natural Gas,616191,30.21,-90.99,NG,Geismar Cogen
56789,OR,Wind,195022,45.71,-120.13,WND,Pebble Springs Wind LLC
56790,OR,Wind,196798,45.52,-120.57,WND,Hay Canyon Wind Power LLC
56791,CA,Wind,138437,33.95,-116.54,WND,Dillon Wind LLC
56792,SD,Wind,149764,44.24,-96.49,WND,Buffalo Ridge I LLC
56793,MN,Wind,338720,43.8,-94.83,WND,Elm Creek Wind LLC
56794,MN,Wind,163551,44.06,-96.06,WND,Moraine II Wind LLC
56795,TX,Wind,446547,27.22,-97.79,WND,Penascal Wind Power LLC
56796,PA,Wind,111839,39.8,-79.57,WND,South Chestnut LLC
56797,IA,Wind,965431,43.48,-92.61,WND,Pioneer Prairie Wind Farm
56798,CT,Natural Gas,4370285,41.55,-72.6,NG,Kleen Energy Systems Project
56799,FL,Natural Gas,128927,30.16,-81.52,NG,Greenland Energy Center
56800,MA,Wind,4707,42.26,-70.86,WND,Hull Wind II
56803,CA,Natural Gas,876606,36.65,-120.58,NG,Panoche Energy Center
56804,OK,Wind,388047,35.54,-99.38,WND,Red Hills Wind Project LLC
56805,IL,Wind,275503,42.42,-89.88,WND,EcoGrove Wind LLC
56806,TX,Natural Gas,1300541,29.75,-94.92,NG,Cedar Bayou 4
56807,VA,Natural Gas,3459459,37.95,-76.71,NG,Bear Garden
56808,VA,Coal,2808749,36.92,-82.34,BIT,Virginia City Hybrid Energy Center
56809,IA,Wind,507127,42.16,-94.93,WND,Carroll Wind Farm
56810,IA,Wind,470368,41.42,-94.67,WND,Adair Wind Farm
56811,IA,Wind,472720,41.45,-95.24,WND,Walnut Wind Farm
56813,CA,Solar,1466,36.81,-119.74,SUN,CSU Fresno Solar Project
56814,CA,Solar,1426,34.04,-118.15,SUN,ELACC Photovoltaic Power Facility
56815,CO,Solar,3027,39.84,-104.7,SUN,Denver Int Airport
56818,KS,Wind,275377,38.5,-101.13,WND,Central Plains Wind Farm
56819,KS,Wind,146968,37.37,-98.46,WND,Flat Ridge Wind Farm
56823,TX,Wind,441309,32.77,-99.42,WND,Hackberry Wind Farm
56824,MN,Wind,14988,44.32,-95.82,WND,Marshall Wind 2 LLC
56825,MN,Wind,15552,44.32,-95.79,WND,Marshall Wind 3 LLC
56826,MN,Wind,14700,44.34,-95.82,WND,Marshall Wind 4 LLC
56827,MN,Wind,7945,44.33,-95.83,WND,Marshall Wind 5 LLC
56828,MN,Wind,7644,44.33,-95.83,WND,Marshall Wind 6 LLC
56829,ME,Wind,341546,45.39,-70.53,WND,Kibby Wind Power Project
56831,IA,Wind,287170,43.36,-92.39,WND,Crane Creek Wind Energy Center
56832,CA,Geothermal,102677,33.01,-115.54,GEO,North Brawley Geothermal Plant
56833,MT,Waste Heat,152033,48.21,-104.4,WH,OREG 1 Inc
56834,TX,Wind,26516,35.35,-101.54,WND,High Plains Wind Power LLC
56835,TX,Wind,24174,35.81,-101.98,WND,EXC Wind 11 LLC
56836,TX,Wind,23746,35.81,-102.0,WND,EXC Wind 10 LLC
56837,TX,Wind,25600,35.96,-101.8,WND,EXC Wind 9 LLC
56838,TX,Wind,26781,36.01,-101.86,WND,EXC Wind 8 LLC
56839,TX,Wind,26724,36.03,-101.9,WND,EXC Wind 7 LLC
56840,MN,Wind,7587,44.33,-95.81,WND,Marshall Wind 1 LLC
56841,WY,Wind,398230,43.02,-105.84,WND,Glenrock
56842,WY,Wind,261284,43.02,-105.84,WND,Rolling Hills
56843,WY,Wind,360626,41.92,-106.38,WND,Seven Mile Hill
56848,OH,Natural Gas,358490,38.6,-82.83,OG,Haverhill North Cogeneration Facility
56854,OR,Wind,180736,45.67,-120.36,WND,Wheat Field Wind Power Project
56855,OR,Wind,183762,45.72,-120.2,WND,Arlington Wind Power Project
56856,IL,Wind,298099,40.37,-89.4,WND,Rail Splitter Wind Farm
56857,NY,Wind,541656,44.98,-73.93,WND,Marble River Wind Farm
56858,WA,Wind,253803,47.14,-120.69,WND,Sagebrush Power Partners
56859,IA,Wind,73621,43.05,-94.92,WND,Crosswind Energy Project
56860,IA,Wind,44552,42.08,-94.37,WND,Hardin Hilltop Wind LLC
56862,CA,Solar,2259,34.56,-117.69,SUN,Bolthouse S&P and Rowen Farms Solar
56874,CA,Wind,410000,38.17,-121.85,WND,Shiloh Wind Project 2 LLC
56875,CA,Solar,1730,38.45,-121.16,SUN,Sacramento Soleil LLC
56876,MN,Wind,324607,43.8,-92.68,WND,Wapsipinicon Wind Project
56877,NJ,Solar,1508,40.57,-74.39,SUN,Hall's Warehouse Solar Project
56878,IN,Wind,180530,40.72,-87.26,WND,Hoosier Wind Project LLC
56879,KS,Wind,140907,37.38,-98.46,WND,Flat Ridge Wind Energy LLC
56880,MT,Geothermal,150739,48.21,-104.4,GEO,OREG 2 Inc
56883,NJ,Solar,2352,39.99,-75.04,SUN,Pennsauken Solar
56888,NJ,Solar,3698,40.79,-75.11,SUN,Warren County Solar
56889,NJ,Solar,1591,40.73,-74.38,SUN,PPL Renewable Energy Merck Solar
56898,CA,Waste,46983,34.43,-118.64,LFG,Ameresco Chiquita Canyon
56900,NJ,Solar,2982,39.36,-74.44,SUN,Atlantic City Convention Center
56901,NY,Wind,170110,44.83,-73.64,WND,Noble Altona Windpark LLC
56902,NY,Wind,264159,42.67,-78.23,WND,Noble Wethersfield Windpark LLC
56904,NY,Wind,211398,44.89,-73.99,WND,Noble Chateaugay Windpark LLC
56905,TX,Wind,280498,36.5,-101.39,WND,Noble Great Plains Windpark LLC
56908,MT,Natural Gas,427623,46.1,-112.88,NG,Dave Gates Generating Station
56909,CA,Solar,1984,36.78,-119.71,SUN,Gap Pacific Distribution Center
56911,PA,Waste,50343,40.67,-76.38,LFG,Broad Mountain
56912,ND,Wind,146910,48.63,-98.32,WND,Langdon Wind II LLC
56913,IA,Wind,137668,43.43,-95.42,WND,Osceola Windpower II
56914,CA,Natural Gas,46468,33.36,-117.11,NG,Orange Grove Peaking Facility
56915,NC,Solar,3250,35.81,-78.75,SUN,SAS Solar Farm
56919,ND,Wind,483569,47.13,-97.89,WND,FPL Energy Ashtabula Wind LLC
56920,TX,Wind,439962,32.71,-101.45,WND,EC&R Panther Creek Wind Farm I
56921,TX,Wind,350383,31.94,-101.3,WND,EC&R Panther Creek Wind Farm II
56923,IA,Wind,512081,43.21,-93.83,WND,FPL Energy Crystal Lake Wind LLC
56924,IA,Wind,505939,42.1,-93.27,WND,FPL Energy Story Wind LLC
56925,IA,Wind,528873,43.21,-93.83,WND,FPL Energy Crystal Lake Wind II LLC
56928,CT,Natural Gas,24767,41.16,-73.26,NG,Fairfield University CHP Plant
56929,FL,Solar,50036,27.32,-81.8,SUN,DeSoto Next Generation Solar Energy
56930,FL,Solar,17682,28.46,-80.68,SUN,Space Coast Next Gen Solar Energy
56931,TX,Biomass,7217,31.37,-94.74,WDS,Aspen Biomass Power Plant
56933,OR,Wind,19137,45.68,-119.94,WND,Threemile Canyon Wind I LLC
56934,ID,Wind,20562,42.84,-115.04,WND,Cassia Wind Farm LLC
56935,ID,Wind,35488,42.87,-115.02,WND,Cassia Gulch Wind Park LLC
56936,NY,Hydro,52510,43.31,-73.64,WAT,Brookfield Power Glen Falls Hydro
56938,NC,Solar,1823,34.29,-77.98,SUN,SunEdison LV Sutton Plant Site
56939,CA,Solar,45908,33.59,-114.74,SUN,NRG Solar Blythe LLC
56941,IL,Wind,566926,41.23,-88.68,WND,Grand Ridge Wind Energy Center
56942,WI,Wind,349376,43.62,-88.5,WND,Forward Wind Energy Center
56944,NV,Solar,19885,35.79,-114.99,SUN,CM10
56945,NM,Wind,243512,34.47,-105.86,WND,High Lonesome Mesa  LLC
56946,OK,Wind,57205,36.78,-99.64,WND,Buffalo Bear LLC
56947,NE,Wind,257511,42.7,-97.62,WND,Elkhorn Ridge Wind LLC
56948,AZ,Natural Gas,277290,32.92,-111.5,NG,Coolidge Generation Station
56952,OR,Wind,134695,45.65,-119.99,WND,Willow Creek Energy Center
56953,NY,Wind,258144,42.78,-78.43,WND,High Sheldon Wind Farm
56956,TX,Wind,335826,32.92,-101.46,WND,Bull Creek Wind
56959,TX,Wind,134254,32.12,-101.39,WND,Ocotillo Windpower
56960,WY,Wind,72216,41.15,-105.01,WND,Happy Jack Windpower Project
56961,TX,Wind,389735,32.0,-102.85,WND,Notrees Windpower
56964,NJ,Natural Gas,1016514,40.65,-74.09,NG,Bayonne Energy Center
56966,NC,Solar,1388,35.92,-77.67,SUN,QVC Inc
56967,OR,Wind,11564,45.7,-119.42,WND,Butter Creek Power LLC
56968,OR,Wind,3453,45.66,-119.46,WND,Big Top LLC
56969,OR,Wind,25626,45.73,-119.42,WND,Four Corners Windfarm LLC
56970,OR,Wind,23104,45.64,-119.45,WND,Four Mile Canyon Windfarm LLC
56971,OR,Wind,22916,45.71,-119.4,WND,Oregon Trail Windfarm LLC
56972,OR,Wind,17304,45.65,-119.49,WND,Pacific Canyon Windfarm LLC
56973,OR,Wind,21315,45.64,-119.48,WND,Sand Ranch Windfarm LLC
56974,OR,Wind,6582,45.65,-119.46,WND,Wagon Trail LLC
56975,OR,Wind,15629,45.7,-119.41,WND,Ward Butte Windfarm LLC
56978,IL,Hydro,2010,41.46,-90.58,WAT,Sears Hydroelectric Plant
56979,TX,Wind,577604,31.99,-101.12,WND,EC&R Panther Creek Wind Farm III
56980,PA,Wind,147775,40.03,-78.82,WND,Stony Creek Wind Farm LLC
56981,TX,Wind,706057,32.59,-100.67,WND,Pyron Wind Farm LLC
56982,NV,Geothermal,243656,41.0,-118.14,GEO,NGP Blue Mountain I LLC
56983,TX,Wind,483294,27.94,-97.46,WND,EC&R Papalote Creek I LLC
56984,TX,Wind,495005,32.5,-100.58,WND,Inadale Wind Farm LLC
56985,KS,Wind,546299,38.88,-98.26,WND,Smoky Hills Wind Project Phase II
56989,ME,Wind,151378,45.48,-67.99,WND,Stetson Wind I
56990,ME,Wind,151886,45.37,-68.35,WND,Rollins Wind Project
56991,ME,Wind,60895,45.58,-67.96,WND,Stetson Wind II
56993,PA,Solar,3878,40.15,-74.78,SUN,MF Mesa Lane LLC
56994,MN,Wind,334728,43.72,-92.71,WND,Grand Meadow
56996,CA,Solar,703,33.99,-117.7,SUN,Solar Photovoltaic Project #02
56997,ID,Hydro,65416,43.6,-115.92,WAT,Arrowrock Hydroelectric Project
56998,CO,Natural Gas,1234715,38.32,-104.53,NG,Pueblo Airport Generating Station
57001,CA,Natural Gas,15671,32.8,-116.97,NG,El Cajon Energy Center
57004,CA,Solar,1780,33.87,-117.23,SUN,SunEdison Walgreens Moreno Valley
57005,CA,Solar,2010,38.4,-121.96,SUN,Mariani Packing Vacaville Solar
57006,CA,Solar,1470,38.67,-121.71,SUN,Walgreens Woodland Distribution Center
57007,CA,Solar,2112,33.57,-114.92,SUN,SunEdison Ironwood State Prison
57008,CA,Solar,1923,34.21,-119.13,SUN,SunEdison Procter & Gamble Oxnard
57009,CA,Solar,1918,34.09,-117.27,SUN,Kohls San Bernardino Solar Facility
57010,CA,Solar,2055,38.23,-122.09,SUN,SunEdison Anheuser Busch Fairfield
57011,CA,Solar,1909,33.57,-114.9,SUN,Chuckawalla Valley State Prison
57012,CA,Solar,2402,34.6,-117.2,SUN,SunEdison Walmart Apple Valley DC
57022,VA,Waste,87054,38.27,-77.31,LFG,Waste Management King George LFGTE
57027,CA,Natural Gas,95441,33.86,-117.86,NG,Canyon Power Plant
57028,ID,Natural Gas,1662770,43.9,-116.82,NG,Langley Gulch Power Plant
57029,NC,Natural Gas,1022786,35.17,-81.42,NG,Cleveland Cnty Generating Facility
57031,ND,Wind,174645,47.33,-97.9,WND,Luverne Wind Farm
57032,ND,Wind,150954,47.12,-97.9,WND,Ashtabula Wind Energy Center
57033,ND,Wind,147665,48.63,-98.32,WND,Langdon Wind Energy Center
57038,ND,Wind,239495,46.98,-101.55,WND,Bison I Wind Energy Center
57039,WY,Wind,78271,41.72,-105.99,WND,McFadden Ridge
57040,WY,Wind,250864,41.72,-105.99,WND,High Plains
57041,CA,Solar,4425,38.41,-121.93,SUN,Vaca Dixon Solar Station
57042,CA,Natural Gas,10172,37.66,-122.06,NG,CSU East Bay
57043,CA,Natural Gas,3890,37.72,-122.48,NG,SF State University
57044,PA,Wind,261169,41.76,-76.86,WND,Armenia Mountain Wind Farm
57045,SD,Wind,93930,44.48,-99.13,WND,Rolling Thunder Wind Farm
